Timestamp,Acc_X,Acc_Y,Acc_Z,PPG_Raw,HeartRate_Label
2025-05-18 12:55:17.184348,0.11711571324550724,-0.5852854415709012,0.7783222841775658,494.027431002148,71
2025-05-18 12:55:17.194359,0.14491756089054125,-0.591890348971379,0.8752351957804704,498.87556661338715,72
2025-05-18 12:55:17.204361,0.11435731342266735,-0.6340883237442299,0.7901783783115724,495.43114833287524,71
2025-05-18 12:55:17.214362,0.1238205533743722,-0.576912824515871,0.848793421436639,511.7995303145162,71
2025-05-18 12:55:17.224363,0.11090263932878527,-0.6162190583773859,0.8112752385356848,491.79035752004285,74
2025-05-18 12:55:17.234364,0.122298400634689,-0.6254531447255135,0.8354963037244428,500.94188075561124,71
2025-05-18 12:55:17.244366,0.15777509749252944,-0.5947816447373034,0.8504128780018764,519.6069239411058,70
2025-05-18 12:55:17.254368,0.17672744520477,-0.602930536450764,0.8658157833552013,526.8151095800665,72
2025-05-18 12:55:17.264370,0.13322338801740394,-0.6209165337682995,0.8553714642988373,569.1815718698613,73
2025-05-18 12:55:17.274371,0.1759815122573663,-0.639526436290715,0.8771019376164473,544.8537948102623,74
2025-05-18 12:55:17.284372,0.17851515504429477,-0.6332818443151496,0.8396879313261522,555.7053098931812,70
2025-05-18 12:55:17.294374,0.17834159389064388,-0.6167681060180764,0.9016374367208102,613.280048784951,71
2025-05-18 12:55:17.304375,0.21216765337529137,-0.6056793764999315,0.8664315246144602,600.1721442411499,71
2025-05-18 12:55:17.314376,0.181781147030583,-0.6416769688019212,0.9037465171043076,630.2120929562109,73
2025-05-18 12:55:17.324377,0.22695108103660702,-0.6279359650626287,0.8763428862279098,684.1339938769777,71
2025-05-18 12:55:17.334378,0.23160963054393255,-0.6379053725038076,0.8783594990374525,648.1343154384341,74
2025-05-18 12:55:17.344379,0.22112105792256012,-0.6331161202006026,0.915352120714549,691.2505484662863,73
2025-05-18 12:55:17.354380,0.266791532606121,-0.6456593651359,0.9135518713083847,641.1837060741449,72
2025-05-18 12:55:17.364382,0.21253527456465293,-0.62711499415663,0.9093468414793011,712.3054529557163,74
2025-05-18 12:55:17.374383,0.20296820688667358,-0.6248446830906765,0.8719119788168989,726.3022019093137,73
2025-05-18 12:55:17.384384,0.21990542712786515,-0.6953693460793215,0.8998835523871226,714.8703833166488,73
2025-05-18 12:55:17.394385,0.2813272906949752,-0.6732614411785288,0.9354637984623193,702.5287891124108,74
2025-05-18 12:55:17.404386,0.24676683933365712,-0.6775423900339211,0.9035083916745442,716.1613262358859,70
2025-05-18 12:55:17.414388,0.255656322733502,-0.6818168473976456,0.9118807956632833,709.7626350349577,70
2025-05-18 12:55:17.424389,0.29389570215380245,-0.6694431736031292,0.8649751523951855,683.7811427496501,72
2025-05-18 12:55:17.434390,0.2508512885301216,-0.6774593713017482,0.889722341977432,676.2764797059583,74
2025-05-18 12:55:17.444391,0.2900070577777227,-0.706198646079706,0.8951180877293298,695.519098985139,73
2025-05-18 12:55:17.454392,0.2708810006125592,-0.6946022815751587,0.8572977051475767,627.8798511294892,73
2025-05-18 12:55:17.464393,0.2694838759186935,-0.7163998277182102,0.8904097416181032,643.9497618809512,71
2025-05-18 12:55:17.474394,0.2619725333200801,-0.7282227749675196,0.9073248126856353,593.9318504048277,71
2025-05-18 12:55:17.484395,0.2778503071316627,-0.7197890804543587,0.881431931040356,596.1173595349607,73
2025-05-18 12:55:17.494397,0.3059838754481543,-0.7509643365887718,0.8690606321397054,593.9969975004597,71
2025-05-18 12:55:17.504398,0.2765418960158104,-0.7440956347547207,0.8317356478592604,532.5554320379741,73
2025-05-18 12:55:17.514399,0.29565347702456085,-0.7377586264335279,0.859554190202696,564.6604387569188,70
2025-05-18 12:55:17.524400,0.2974362386387959,-0.7778957768487853,0.8234981444399821,543.9691390331448,74
2025-05-18 12:55:17.534401,0.3189807615205952,-0.7754099390656857,0.83190624994546,513.9663040048682,72
2025-05-18 12:55:17.544402,0.29054382193111367,-0.7372751716563591,0.7963973147846822,500.38217069731047,71
2025-05-18 12:55:17.554404,0.30356564829309823,-0.7599472265624849,0.7930715892259886,514.6851283856389,70
2025-05-18 12:55:17.564405,0.29103788687291393,-0.7867134316625133,0.8020326549642549,493.4919588226899,74
2025-05-18 12:55:17.574406,0.2844946100864383,-0.7895667016039819,0.8109616487749717,514.3993737246526,73
2025-05-18 12:55:17.584407,0.2502547362220887,-0.8116650380874362,0.7800910904028594,492.7034621822732,73
2025-05-18 12:55:17.594408,0.28683221636704753,-0.7971287202995705,0.7884224282083506,489.1668273006783,70
2025-05-18 12:55:17.604409,0.2811322609102442,-0.8244952628953316,0.816584459034195,481.9212828797133,71
2025-05-18 12:55:17.614410,0.2844775763337913,-0.8196829433347913,0.8029677741576505,514.2766708475676,73
2025-05-18 12:55:17.624411,0.2840458067375283,-0.8128322666811545,0.7523381289949527,515.4663070586944,70
2025-05-18 12:55:17.634413,0.3081939170799715,-0.8636041454358223,0.757954915827453,504.83028128479157,73
2025-05-18 12:55:17.644414,0.27843597767918,-0.8371136023945001,0.7599151504092791,523.6475936529434,73
2025-05-18 12:55:17.654415,0.24341281086841324,-0.8682130778392911,0.7280032638036802,478.31958860565686,71
2025-05-18 12:55:17.664416,0.2779342910186843,-0.869573046590881,0.7377032260128829,477.002325634014,72
2025-05-18 12:55:17.674417,0.2797613464769239,-0.9119557542877176,0.6932464501896368,483.37232375299646,70
2025-05-18 12:55:17.684418,0.2663378771019742,-0.8631191453720682,0.7686249977406872,445.8814493648394,73
2025-05-18 12:55:17.694419,0.28336109370108226,-0.9073253227643773,0.7484265297944961,455.81852624592665,70
2025-05-18 12:55:17.704420,0.2887070288207064,-0.9062936324504198,0.7254536721136159,415.5643929175141,71
2025-05-18 12:55:17.714421,0.2680937483089504,-0.9392251347728228,0.7306500933099124,409.09519878116686,74
2025-05-18 12:55:17.724422,0.27067840089997747,-0.9635227777151327,0.7111530094972298,383.56418179077497,72
2025-05-18 12:55:17.734424,0.2566101489354746,-0.9672017625228755,0.7217702749573605,375.43223283885754,72
2025-05-18 12:55:17.744425,0.26228758124545554,-0.9722281503356638,0.7200636401109588,366.17153533890655,71
2025-05-18 12:55:17.754426,0.2259764608225538,-0.9705176614310944,0.7084130037213783,349.782306826502,74
2025-05-18 12:55:17.764427,0.22093748470327815,-0.951408061761371,0.6934189924337337,320.4114529297033,72
2025-05-18 12:55:17.774428,0.2592914444638065,-0.9699114898492479,0.7058341224107969,307.02095874562445,72
2025-05-18 12:55:17.784429,0.2201128743937156,-0.9912631224960079,0.7240254257053063,309.07454114621,70
2025-05-18 12:55:17.794430,0.1882978537733849,-1.0247682187926548,0.6767858661538885,272.66600260933495,74
2025-05-18 12:55:17.804431,0.2015213470078044,-1.0523820836475728,0.7040651080311162,276.16030340600685,74
2025-05-18 12:55:17.814432,0.21492481889376283,-1.0364515307399,0.660816957815935,300.43552742975874,70
2025-05-18 12:55:17.824434,0.19702416367023648,-1.0190813633015694,0.6883238037115853,305.42859654105416,71
2025-05-18 12:55:17.834435,0.18788684129412786,-1.0388494775233132,0.7046950084623186,282.5693723783312,70
2025-05-18 12:55:17.844436,0.18191078613539163,-1.0567412084089751,0.7010375321853837,313.6245511089771,70
2025-05-18 12:55:17.854437,0.18884734069861492,-1.0717521003965775,0.6783409925898047,312.63093551565873,74
2025-05-18 12:55:17.864438,0.1511170163150779,-1.0818688241579502,0.7430095443861452,334.656145416345,70
2025-05-18 12:55:17.874439,0.1567630439244267,-1.089887190771985,0.6847283058292267,353.95012746962055,72
2025-05-18 12:55:17.884440,0.12069472771705189,-1.110003158393157,0.732293856858633,373.0163819783074,74
2025-05-18 12:55:17.894442,0.1629556627462221,-1.0786891495401654,0.7223361762887857,397.8772100096729,74
2025-05-18 12:55:17.904443,0.11544693979200422,-1.0923454375851287,0.7622725013122579,421.67193264221993,72
2025-05-18 12:55:17.914444,0.11669512651853692,-1.0973283672336052,0.7465301690563159,440.923638649913,73
2025-05-18 12:55:17.924445,0.10508638849027414,-1.136749052411772,0.7224792445819537,456.76978254524187,73
2025-05-18 12:55:17.934446,0.0969491499759177,-1.1189841194684043,0.7756376578042063,484.4759324084325,73
